Run;Initial_wl_nm;Absorption_length_m;Absorption_coordinate_m;Isotropic_emmission_angle_theta_deg;Isotropic_emmission_angle_phi_deg;Shifted_wl_nm;Refraction_coordinate_m;Hit_coordinate_m;Detected;Num_reflections;Quantumn_efficiency;X_positions_m;Y_positions_m;Z_positions_m;Time_s;Timed_out
1859;380;0.006963201535915009;[0.075, 0.0031425851416443814, 0.07643575745318774];0.441944926798077;0.8779961058573674;428.9659788801306;[0.07654175592821624, 0.005, 0.08153746700800933];[];False;1;;[0.075, 0.075, 0.075, 0.07654175592821624];[0.005, 0.0, 0.0031425851416443814, 0.005];[0.075, 0.07588163490354231, 0.07643575745318774, 0.08153746700800933];3.335269396432604e-11;False
1860;380;0.0005980990977412132;[0.075, 0.0005890126285251545, 0.07577777608515532];5.667875276088629;0.2062075369261823;477.8436481302492;[];[0.1582007839759039, 0.0018078687896814017, 0.18716708053269954];False;7;0.20641329805171382;[0.075, 0.075, 0.07218419463066388, 0.04828143573407878, 0.02437867683749369, 0.00047591794090860035, 0.0, 0.02342684095567649, 0.04732959985226158, 0.07123235874884667, 0.08013425452309043, 0.09513511764543175, 0.11903787654201685, 0.14294063543860194, 0.1582007839759039];[0.005, 0.0005890126285251545, 0.0, 0.005, 0.0, 0.005, 0.004900447069108706, 0.0, 0.005, 0.0, 0.001862106339430874, 0.005, 0.0, 0.005, 0.0018078687896814017];[0.075, 0.07577777608515532, 0.07984758093879538, 0.11439526851410729, 0.1489429560894192, 0.1834906436647311, 0.18417850837545893, 0.21803833124004304, 0.252586018815355, 0.2871337063906669, 0.3, 0.2783186060340212, 0.2437709184587093, 0.2092232308833974, 0.18716708053269954];8.821169518058831e-10;False
1861;380;0.0020821493997954443;[0.075, 0.0020505168718482703, 0.07552007345463754];0.6172906504938879;-0.5079348472918235;538.7568813673284;[];[0.11381004238687181, 0.0004468858973162206, 0.13809555618555275];False;2;0.10128772454812904;[0.075, 0.075, 0.07868366997220248, 0.08766596615024402, 0.09664826232828556, 0.1056305585063271, 0.11381004238687181];[0.005, 0.0020505168718482703, 0.0, 0.005, 0.0, 0.005, 0.0004468858973162206];[0.075, 0.07552007345463754, 0.08145944925933701, 0.09594208016630904, 0.11042471107328106, 0.12490734198025308, 0.13809555618555275];1.727239744241034e-10;False
1862;380;0.00576796486044186;[0.075, 0.004319663486334876, 0.07664330812376434];4.253611073424059;0.9445552585630909;473.2693773900932;[0.06825840495082436, 0.005, 0.07096195463614911];[];False;2;;[0.075, 0.075, 0.075, 0.07187527108502578, 0.06825840495082436];[0.005, 0.0, 0.004319663486334876, 0.0, 0.005];[0.075, 0.07588163490354231, 0.07664330812376434, 0.07401000111118848, 0.07096195463614911];4.8521451572034085e-11;False
1863;380;0.005748515748569889;[0.075, 0.0043388171224955936, 0.07664668542659815];1.5220853903139129;-0.3168782933581265;459.3721671579427;[];[0.1786677612610279, 0.004009557433013485, 0.12519709869629903];False;35;0.23373679830588984;[0.075, 0.075, 0.075, 0.0882309873877787, 0.10347821608425867, 0.11872544478073864, 0.1339726734772186, 0.1492199021736986, 0.16446713087017859, 0.17971435956665857, 0.19496158826313856, 0.21020881695961854, 0.22545604565609853, 0.24070327435257852, 0.2559505030490585, 0.27119773174553846, 0.28644496044201845, 0.3, 0.29830781086150154, 0.28306058216502156, 0.26781335346854157, 0.2525661247720616, 0.2373188960755816, 0.2220716673791016, 0.20682443868262163, 0.19157720998614164, 0.17632998128966165, 0.16108275259318167, 0.14583552389670168, 0.1305882952002217, 0.11534106650374172, 0.10009383780726175, 0.08484660911078178, 0.0695993804143018, 0.054352151717821824, 0.039104923021341845, 0.023857694324861865, 0.008610465628381888, 0.0, 0.006636763068098091, 0.02188399176457807, 0.037131220461058045, 0.052378449157538025, 0.067625677854018, 0.08287290655049798, 0.09812013524697795, 0.11336736394345792, 0.1286145926399379, 0.1438618213364179, 0.15910905003289788, 0.17435627872937787, 0.18960350742585785, 0.20485073612233784, 0.22009796481881783, 0.2353451935152978, 0.2505924222117778, 0.2658396509082578, 0.28108687960473777, 0.29633410830121776, 0.3, 0.28841866300230223, 0.27317143430582225, 0.25792420560934226, 0.24267697691286227, 0.2274297482163823, 0.2121825195199023, 0.19693529082342232, 0.18168806212694233, 0.1786677612610279];[0.005, 0.0, 0.0043388171224955936, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0005549169531670695, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0021763833940623826, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0037978498349576966, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.004009557433013485];[0.075, 0.07588163490354231, 0.07664668542659815, 0.0773254849848789, 0.07810772532725398, 0.07888996566962905, 0.07967220601200413, 0.0804544463543792, 0.08123668669675428, 0.08201892703912936, 0.08280116738150443, 0.08358340772387951, 0.08436564806625459, 0.08514788840862966, 0.08593012875100474, 0.08671236909337982, 0.08749460943575489, 0.08819003409264294, 0.08827684977812997, 0.08905909012050504, 0.08984133046288012, 0.0906235708052552, 0.09140581114763027, 0.09218805149000535, 0.09297029183238043, 0.0937525321747555, 0.09453477251713058, 0.09531701285950565, 0.09609925320188073, 0.0968814935442558, 0.09766373388663088, 0.09844597422900596, 0.09922821457138103, 0.10001045491375611, 0.10079269525613119, 0.10157493559850626, 0.10235717594088134, 0.10313941628325642, 0.10358116564736933, 0.10392165662563148, 0.10470389696800655, 0.10548613731038163, 0.10626837765275671, 0.10705061799513178, 0.10783285833750686, 0.10861509867988194, 0.10939733902225701, 0.11017957936463209, 0.11096181970700716, 0.11174406004938224, 0.11252630039175732, 0.11330854073413239, 0.11409078107650747, 0.11487302141888255, 0.11565526176125762, 0.1164375021036327, 0.11721974244600777, 0.11800198278838285, 0.11878422313075793, 0.11897229720209572, 0.119566463473133, 0.12034870381550808, 0.12113094415788316, 0.12191318450025823, 0.12269542484263331, 0.12347766518500838, 0.12425990552738346, 0.12504214586975854, 0.12519709869629903];2.126477665895431e-09;False
1864;380;0.00544071690441766;[0.075, 0.004641939810584906, 0.07670013413497317];0.7117078326018449;0.7593652036231937;481.3400130873551;[0.07537720566097482, 0.005, 0.07730313254612939];[];False;1;;[0.075, 0.075, 0.075, 0.07537720566097482];[0.005, 0.0, 0.004641939810584906, 0.005];[0.075, 0.07588163490354231, 0.07670013413497317, 0.07730313254612939];2.3118459769527325e-11;False
1865;380;0.013146242153477523;[];0;0;380;[0.075, 0.005, 0.07676326980708463];[];False;1;;[0.075, 0.075, 0.075];[0.005, 0.0, 0.005];[0.075, 0.07588163490354231, 0.07676326980708463];2.1437332850240098e-11;False
1866;380;0.0005187568165106311;[0.075, 0.0005108757348276025, 0.07579155372770295];5.222136743296373;0.11015464427175597;485.2082870573262;[];[0.14200265731260567, 0.0048013018866171365, 0.11303058040200156];True;19;0.20641329805171382;[0.075, 0.075, 0.07038096886519918, 0.0251739760496221, 0.0, 0.020033016765954984, 0.06524000958153206, 0.11044700239710914, 0.15565399521268622, 0.2008609880282633, 0.24606798084384038, 0.29127497365941746, 0.3, 0.27636218404523605, 0.2635180335250054, 0.21831104070942833, 0.17310404789385125, 0.12789705507827417, 0.0826900622626971, 0.037483069447120015, 0.0, 0.007723923368457067, 0.052930916184034144, 0.09813790899961122, 0.1433449018151883, 0.18855189463076538, 0.23375888744634246, 0.2570313913296528, 0.27896588026191954, 0.3, 0.27582712692250333, 0.23062013410692625, 0.18541314129134917, 0.14200265731260567];[0.005, 0.0005108757348276025, 0.0, 0.005, 0.0022156988906207624, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.0009650084862065995, 0.003579406666947675, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.004145715863033958, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.0025739938042606617, 0.005, 0.0026735767601386803, 0.0, 0.005, 0.0, 0.0048013018866171365];[0.075, 0.07579155372770295, 0.07838946529697208, 0.1038155267847603, 0.11797428902627899, 0.12924158827254853, 0.15466764976033676, 0.18009371124812498, 0.2055197727359132, 0.23094583422370143, 0.25637189571148966, 0.28179795719927786, 0.28670523022058314, 0.3, 0.2927759813129339, 0.2673499198251457, 0.2419238583373575, 0.21649779684956927, 0.19107173536178104, 0.16564567387399282, 0.14456382858511274, 0.14021961238620462, 0.11479355089841639, 0.08936748941062816, 0.06394142792283994, 0.03851536643505172, 0.0130893049472635, 0.0, 0.01233675654052472, 0.0241671126091914, 0.03776281802831294, 0.06318887951610117, 0.08861494100388939, 0.11303058040200156];2.7677578634508407e-09;False
1867;380;0.007892120555646238;[0.075, 0.0022277784890925665, 0.07627445235821127];4.610349083991971;-1.281694443520817;473.2693773900932;[0.07417544442191859, 0.005, 0.0759782989970354];[];False;1;;[0.075, 0.075, 0.075, 0.07417544442191859];[0.005, 0.0, 0.0022277784890925665, 0.005];[0.075, 0.07588163490354231, 0.07627445235821127, 0.0759782989970354];2.7575274913415554e-11;False
1868;380;0.005496370816191106;[0.075, 0.004587131406784959, 0.07669046993461368];3.0854631476953926;0.19521349389733303;409.494335816729;[];[0.11933443192236713, 0.003353451239614798, 0.12761629472940858];False;5;0.27797510856022406;[0.075, 0.075, 0.075, 0.07708802495092937, 0.07922727815776949, 0.09576366720861379, 0.10237482304169422, 0.11230005625945809, 0.11933443192236713];[0.005, 0.0, 0.004587131406784959, 0.005, 0.004577001959844529, 0.0013072346703110133, 0.0, 0.0019625326192225026, 0.003353451239614798];[0.075, 0.07588163490354231, 0.07669046993461368, 0.0388099215662364, 0.0, 0.3, 0.1800616782886548, 0.0, 0.12761629472940858];1.7221400989082701e-09;False
1869;380;0.0017706991678488563;[0.075, 0.0017437982687498197, 0.07557415621984902];3.2321590210727753;0.6779077883706197;444.1743259711958;[0.06662476277751525, 0.005, 0.04282981455104979];[];False;2;;[0.075, 0.075, 0.07283434741270138, 0.06965430523901042, 0.06662476277751525];[0.005, 0.0017437982687498197, 0.0, 0.0025605916985747316, 0.005];[0.075, 0.07557415621984902, 0.04495748724263865, 0.0, 0.04282981455104979];2.6171768130710916e-10;False
1870;380;0.0029851797539762193;[0.075, 0.002939828165850858, 0.07536326387925614];0.1603819224767882;-0.04007379131324122;459.3721671579427;[];[0.13028780617915864, 0.0007230493836497725, 0.1825970106118492];False;1;0.23373679830588984;[0.075, 0.075, 0.11131061365425964, 0.13028780617915864];[0.005, 0.002939828165850858, 0.0014839447897474598, 0.0007230493836497725];[0.075, 0.07536326387925614, 0.3, 0.1825970106118492];7.422086947129939e-10;False
1871;380;0.010704134660465995;[];0;0;380;[0.075, 0.005, 0.07676326980708463];[];False;1;;[0.075, 0.075, 0.075];[0.005, 0.0, 0.005];[0.075, 0.07588163490354231, 0.07676326980708463];2.1437332850240098e-11;False
1872;380;0.0016184325589969988;[0.075, 0.0015938449318276334, 0.07560059703899566];1.416259144211321;1.3912546674105397;455.86529629651864;[0.07561820369359244, 0.005, 0.07613987386356985];[];False;0;;[0.075, 0.075, 0.07561820369359244];[0.005, 0.0015938449318276334, 0.005];[0.075, 0.07560059703899566, 0.07613987386356985];1.8115246665783752e-11;False
1873;380;0.011891122065489092;[];0;0;380;[0.075, 0.005, 0.07676326980708463];[];False;1;;[0.075, 0.075, 0.075];[0.005, 0.0, 0.005];[0.075, 0.07588163490354231, 0.07676326980708463];2.1437332850240098e-11;False
1874;380;0.0028200249113792993;[0.075, 0.0027771823964139004, 0.07539194271670596];0.44701055077644986;-0.7500579185909658;413.8942085452024;[0.0833472615425492, 0.005, 0.09919140333346856];[];False;1;;[0.075, 0.075, 0.07798075403566716, 0.0833472615425492];[0.005, 0.0027771823964139004, 0.0, 0.005];[0.075, 0.07539194271670596, 0.08389057881652226, 0.09919140333346856];6.64380572705828e-11;False
1875;380;0.004734409999605332;[0.075, 0.004662483673549858, 0.07505951323478276];1.0157840820415107;0.297049705088215;496.768984169103;[];[0.1360932806661978, 0.0033635390203075413, 0.11467367823727972];False;2;0.18846145777887674;[0.075, 0.075, 0.07610261048261202, 0.09243679043486534, 0.10877097038711867, 0.12510515033937197, 0.1360932806661978];[0.005, 0.004662483673549858, 0.005, 0.0, 0.005, 0.0, 0.0033635390203075413];[0.075, 0.07505951323478276, 0.07577446900594734, 0.08636589399987558, 0.09695731899380383, 0.10754874398773208, 0.11467367823727972];1.6942719027958436e-10;False
1876;380;0.0018656332502482895;[0.075, 0.0018372900891218814, 0.07555767108944188];1.5803469007742983;1.3730275155961378;459.3721671579427;[0.07563376977905796, 0.005, 0.07552686396530116];[];False;0;;[0.075, 0.075, 0.07563376977905796];[0.005, 0.0018372900891218814, 0.005];[0.075, 0.07555767108944188, 0.07552686396530116];1.7528719521213267e-11;False
1877;380;0.0026334515440382274;[0.075, 0.002593443497750818, 0.07542434084194592];0.0623142235242401;0.9322612564946503;459.3721671579427;[0.07678631299719474, 0.005, 0.12345815258499404];[];False;0;;[0.075, 0.075, 0.07678631299719474];[0.005, 0.002593443497750818, 0.005];[0.075, 0.07542434084194592, 0.12345815258499404];1.1232318076601633e-10;False
1878;380;0.02033317305833698;[];0;0;380;[0.075, 0.005, 0.07676326980708463];[];False;1;;[0.075, 0.075, 0.075];[0.005, 0.0, 0.005];[0.075, 0.07588163490354231, 0.07676326980708463];2.1437332850240098e-11;False
1879;380;0.009405058795083465;[0.075, 0.0007378251810661448, 0.07601173339001038];3.827084751635567;0.5797311270714317;477.8436481302492;[0.06623707488700042, 0.005, 0.0632035767218629];[];False;2;;[0.075, 0.075, 0.075, 0.07387317814605034, 0.06623707488700042];[0.005, 0.0, 0.0007378251810661448, 0.0, 0.005];[0.075, 0.07588163490354231, 0.07601173339001038, 0.07436473645047596, 0.0632035767218629];5.6368049910275816e-11;False
1880;380;0.004233079453042103;[0.075, 0.004168769464472541, 0.07514656837060224];4.858431275343573;0.4324246394941303;530.9194767459312;[];[0.15237162953863148, 0.0007766338348051423, 0.11198108164940919];False;12;0.12410180179343006;[0.075, 0.075, 0.06596806647543244, 0.05513521327793577, 0.0443023600804391, 0.03346950688294243, 0.022636653685445762, 0.011803800487949094, 0.0009709472904524258, 0.0, 0.009861905907044244, 0.02069475910454091, 0.03152761230203758, 0.04236046549953425, 0.053193318697030915, 0.06402617189452758, 0.07485902509202425, 0.0856918782895209, 0.09652473148701757, 0.10735758468451423, 0.11819043788201089, 0.12902329107950755, 0.1398561442770042, 0.15068899747450087, 0.15237162953863148];[0.005, 0.004168769464472541, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.0004481493807544623, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.0007766338348051423];[0.075, 0.07514656837060224, 0.07660975388771822, 0.07836469084163912, 0.08011962779556002, 0.08187456474948092, 0.08362950170340182, 0.08538443865732272, 0.08713937561124362, 0.08729667039307618, 0.08889431256516453, 0.09064924951908543, 0.09240418647300633, 0.09415912342692723, 0.09591406038084813, 0.09766899733476903, 0.09942393428868992, 0.10117887124261082, 0.10293380819653172, 0.10468874515045262, 0.10644368210437352, 0.10819861905829442, 0.10995355601221532, 0.11170849296613622, 0.11198108164940919];5.450902965897581e-10;False
1881;380;0.0051052475987375156;[0.075, 0.004972312583716334, 0.07675838776856772];3.9745720045271073;-1.110507268106641;459.3721671579427;[0.07498627233440289, 0.005, 0.07673029334138379];[];False;1;;[0.075, 0.075, 0.075, 0.07498627233440289];[0.005, 0.0, 0.004972312583716334, 0.005];[0.075, 0.07588163490354231, 0.07675838776856772, 0.07673029334138379];2.1525506255478567e-11;False
1882;380;0.014587993904894538;[];0;0;380;[0.075, 0.005, 0.07676326980708463];[];False;1;;[0.075, 0.075, 0.075];[0.005, 0.0, 0.005];[0.075, 0.07588163490354231, 0.07676326980708463];2.1437332850240098e-11;False
1883;380;0.01443461096166126;[];0;0;380;[0.075, 0.005, 0.07676326980708463];[];False;1;;[0.075, 0.075, 0.075];[0.005, 0.0, 0.005];[0.075, 0.07588163490354231, 0.07676326980708463];2.1437332850240098e-11;False
1884;380;0.00017266057308410596;[0.075, 0.00017003747101275966, 0.07585165270967134];0.7219494054251313;0.7774527280012982;450.370708338086;[0.07990733119530699, 0.005, 0.0836714659123776];[];False;0;;[0.075, 0.075, 0.07990733119530699];[0.005, 0.00017003747101275966, 0.005];[0.075, 0.07585165270967134, 0.0836714659123776];3.271533743819921e-11;False
1885;380;0.006428020989944846;[0.075, 0.0036696350925771045, 0.07652869057971826];3.6087320548574837;-0.7516503216551681;496.768984169103;[0.0735766684850853, 0.005, 0.0726659360026171];[];False;1;;[0.075, 0.075, 0.075, 0.0735766684850853];[0.005, 0.0, 0.0036696350925771045, 0.005];[0.075, 0.07588163490354231, 0.07652869057971826, 0.0726659360026171];3.057080436910292e-11;False
1886;380;0.003305287275771028;[0.075, 0.00325507253511191, 0.07530767779143899];6.203113452062629;0.01799373163515314;554.7594748248516;[];[0.1215156606429844, 0.00028135920150347375, 0.12469820974184617];False;10;0.08312113256150554;[0.075, 0.075, 0.05697283791039179, 0.03290370829472747, 0.008834578679063152, 0.0, 0.01523455093660116, 0.03930368055226548, 0.0633728101679298, 0.08744193978359412, 0.10588083619862637, 0.11151106939925844, 0.1215156606429844];[0.005, 0.00325507253511191, 0.0029306616055900132, 0.002497521399017966, 0.002064381192445919, 0.0019053969958783775, 0.0016312409858738725, 0.0011981007793018257, 0.0007649605727297788, 0.000331820366157732, 0.0, 0.00010131984041431485, 0.00028135920150347375];[0.075, 0.07530767779143899, 0.3, 0.0, 0.3, 0.1898849419966533, 0.0, 0.3, 0.0, 0.3, 0.07017578064353283, 0.0, 0.12469820974184617];5.198408176621911e-09;False
1887;380;0.010042982649159154;[0.075, 0.00010959282374097771, 0.07590095907525987];3.3402687811181546;-0.29310271139093536;428.9659788801306;[];[0.13527164325267618, 0.0035685102259629337, 0.18497330790477137];True;12;0.2683799504570655;[0.075, 0.075, 0.075, 0.06037041446141248, 0.05879559571417051, 0.04222805470808066, 0.02566051370199081, 0.00909297269590096, 0.0025466963549726366, 0.0, 0.007474568310188892, 0.024042109316278742, 0.04060965032236859, 0.0552770217514672, 0.057177191328458436, 0.07374473233454829, 0.09031227334063813, 0.10687981434672797, 0.11310073985790702, 0.12344735535281781, 0.13527164325267618];[0.005, 0.0, 0.00010959282374097771, 0.004524727674836264, 0.005, 0.0, 0.005, 0.0, 0.0019756330581955587, 0.00274421312509762, 0.005, 0.0, 0.005, 0.0005734615584451486, 0.0, 0.005, 0.0, 0.005, 0.003122556175085856, 0.0, 0.0035685102259629337];[0.075, 0.07588163490354231, 0.07590095907525987, 0.0, 0.008170447000708786, 0.09412587263898879, 0.1800812982772688, 0.2660367239155488, 0.3, 0.2867872746424671, 0.24800785044617119, 0.16205242480789117, 0.07609699916961117, 0.0, 0.009858426468668826, 0.09581385210694883, 0.18176927774522883, 0.26772470338350884, 0.3, 0.24631987097821112, 0.18497330790477137];2.370780337930765e-09;False
1888;380;0.0004303846032385591;[0.075, 0.0004238460940464168, 0.07580689940149404];4.739057757214112;0.16141362950007887;396.9145659860842;[];[0.13757861108196823, 0.00041333495645657064, 0.113983835622881];True;28;0.27797510856022406;[0.075, 0.075, 0.07239700623297837, 0.041690178877662895, 0.010983351522347414, 0.0, 0.019723475832968067, 0.05043030318828355, 0.08113713054359903, 0.1118439578989145, 0.14255078525422998, 0.17325761260954547, 0.20396443996486097, 0.23467126732017646, 0.26537809467549195, 0.29608492203080744, 0.3, 0.27320825061387705, 0.24250142325856155, 0.21179459590324606, 0.18108776854793057, 0.15038094119261508, 0.1196741138372996, 0.08896728648198413, 0.05826045912666865, 0.027553631771353167, 0.0, 0.0031531955839623144, 0.0338600229392778, 0.06456685029459328, 0.09527367764990875, 0.12598050500522423, 0.15668733236053972, 0.1873941597158552, 0.2181009870711707, 0.2488078144264862, 0.2795146417818017, 0.3, 0.2897785308628828, 0.2590717035075673, 0.22836487615225182, 0.19765804879693633, 0.16695122144162083, 0.13624439408630534, 0.10553756673098987, 0.07483073937567439, 0.04412391202035891, 0.01341708466504343, 0.0, 0.017289742690272055, 0.047996570045587536, 0.07870339740090301, 0.10941022475621849, 0.13757861108196823];[0.005, 0.0004238460940464168, 0.0, 0.005, 0.0, 0.0017884217400997876, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.0006374930766845947, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0005134355867305977, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0016643642501457906, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0028152929135609847, 0.0, 0.005, 0.0, 0.005, 0.00041333495645657064];[0.075, 0.07580689940149404, 0.07587724899212825, 0.07670714446152595, 0.07753703993092365, 0.07783388055081988, 0.07836693540032136, 0.07919683086971906, 0.08002672633911675, 0.08085662180851445, 0.08168651727791215, 0.08251641274730985, 0.08334630821670755, 0.08417620368610525, 0.08500609915550295, 0.08583599462490064, 0.08594180514812323, 0.08666589009429834, 0.08749578556369604, 0.08832568103309374, 0.08915557650249144, 0.08998547197188914, 0.09081536744128683, 0.09164526291068453, 0.09247515838008223, 0.09330505384947993, 0.09404972974542658, 0.09413494931887763, 0.09496484478827533, 0.09579474025767303, 0.09662463572707072, 0.09745453119646842, 0.09828442666586612, 0.09911432213526382, 0.09994421760466152, 0.10077411307405922, 0.10160400854345691, 0.10215765434272991, 0.10243390401285461, 0.10326379948225231, 0.10409369495165001, 0.10492359042104771, 0.1057534858904454, 0.1065833813598431, 0.1074132768292408, 0.1082431722986385, 0.1090730677680362, 0.1099029632374339, 0.11026557894003326, 0.11073285870683161, 0.11156275417622931, 0.11239264964562701, 0.1132225451150247, 0.113983835622881];3.0332559504000633e-09;False
1889;380;0.00495928810361634;[0.075, 0.004883945373862584, 0.07502046356182406];6.035104410298821;0.4099078861030978;436.7508539799367;[];[0.14281017891774928, 0.00024069737791230714, 0.1874147552538803];False;13;0.2523603297418939;[0.075, 0.075, 0.06376018059152998, 0.052253275263900625, 0.04074636993627127, 0.02923946460864192, 0.02273392295886701, 0.01773255928101257, 0.006225653953383217, 0.0, 0.005281251374246136, 0.016788156701875487, 0.02829506202950484, 0.03980196735713419, 0.04696051841379841, 0.05130887268476354, 0.0628157780123929, 0.07432268334002225, 0.0858295886676516, 0.09733649399528095, 0.1088433993229103, 0.11665495978646383, 0.12035030465053966, 0.13185720997816902, 0.14281017891774928];[0.005, 0.004883945373862584, 0.0, 0.005, 0.0, 0.005, 0.002173201019498098, 0.0, 0.005, 0.00229481829556956, 0.0, 0.005, 0.0, 0.005, 0.001889454265572279, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.00160570751164646, 0.0, 0.005, 0.00024069737791230714];[0.075, 0.07502046356182406, 0.12340231089611524, 0.1729338306313854, 0.22246535036665555, 0.2719968701019257, 0.3, 0.27847161016280414, 0.228940090427534, 0.20214173823143639, 0.17940857069226385, 0.1298770509569937, 0.08034553122172355, 0.030814011486453408, 0.0, 0.01871750824881674, 0.06824902798408689, 0.11778054771935703, 0.16731206745462718, 0.21684358718989732, 0.26637510692516747, 0.3, 0.28409337333956236, 0.23456185360429221, 0.1874147552538803];2.0525835817656098e-09;False
1890;380;0.0007784222778456158;[0.075, 0.0007665962943397865, 0.07574646329353908];4.267791128710906;-0.2911675243625868;428.9659788801306;[];[0.18301543980519594, 0.0017931470999966552, 0.16893867904642745];True;17;0.2683799504570655;[0.075, 0.075, 0.06087380876698576, 0.04418960828059344, 0.02750540779420112, 0.010821207307808799, 0.0, 0.0058629931785835225, 0.022547193664975845, 0.03923139415136817, 0.055915594637760496, 0.07259979512415282, 0.07730222020594137, 0.08928399561054513, 0.10596819609693746, 0.12265239658332978, 0.1393365970697221, 0.15602079755611442, 0.17270499804250675, 0.18938919852889907, 0.2060733990152914, 0.22275759950168372, 0.23944179998807605, 0.2561260004744684, 0.27281020096086067, 0.28949440144725297, 0.3, 0.2938213980663547, 0.2771371975799624, 0.2604529970935701, 0.2437687966071778, 0.22708459612078546, 0.21040039563439314, 0.1937161951480008, 0.18301543980519594];[0.005, 0.0007665962943397865, 0.005, 0.0, 0.005, 0.0, 0.003242950513761389, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0035907550422857063, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.003148367391447799, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0, 0.005, 0.0017931470999966552];[0.075, 0.07574646329353908, 0.06872089909452628, 0.060423126560313, 0.05212535402609972, 0.04382758149188644, 0.03844572835130602, 0.03552980895767316, 0.02723203642345988, 0.0189342638892466, 0.010636491355033322, 0.002338718820820044, 0.0, 0.005959053713393235, 0.014256826247606512, 0.02255459878181979, 0.03085237131603307, 0.03915014385024635, 0.04744791638445963, 0.05574568891867291, 0.06404346145288618, 0.07234123398709946, 0.08063900652131274, 0.08893677905552602, 0.0972345515897393, 0.10553232412395258, 0.11075721141762623, 0.11383009665816586, 0.12212786919237914, 0.1304256417265924, 0.13872341426080567, 0.14702118679501894, 0.1553189593292322, 0.16361673186344547, 0.16893867904642745];1.2117810204066047e-09;False
1891;380;0.00348067774550715;[0.075, 0.003427798429512496, 0.07527722155598916];5.407355422610891;1.1608497203141077;409.494335816729;[0.07133755079886299, 0.005, 0.0829384381246453];[];False;1;;[0.075, 0.075, 0.07351038943030903, 0.07133755079886299];[0.005, 0.003427798429512496, 0.0, 0.005];[0.075, 0.07527722155598916, 0.07839323178592458, 0.0829384381246453];3.597649321069488e-11;False
1892;380;0.007187532528153904;[0.075, 0.002921662241246596, 0.07639680278519125];5.055095940858696;1.397352375997505;459.3721671579427;[0.07361209020601432, 0.005, 0.0792661883962565];[];False;2;;[0.075, 0.075, 0.075, 0.07448811202550007, 0.07361209020601432];[0.005, 0.0, 0.002921662241246596, 0.0, 0.005];[0.075, 0.07588163490354231, 0.07639680278519125, 0.07745508769309542, 0.0792661883962565];3.946430995490593e-11;False
1893;380;0.005917243428884411;[0.075, 0.0041726527947740875, 0.07661738617238957];4.0756293152919385;-0.02496126909863252;492.4594622177664;[];[0.18307348870691179, 0.0014341864163611876, 0.1311350001899917];False;11;0.18846145777887674;[0.075, 0.075, 0.075, 0.041861646157901534, 0.0, 0.028572030983861525, 0.15840707798101558, 0.3, 0.2413241978800673, 0.16588543033898817, 0.04105547374115018, 0.0, 0.15921325039776693, 0.23965710833816214, 0.3, 0.24051802546331594, 0.18307348870691179];[0.005, 0.0, 0.0041726527947740875, 0.005, 0.003954863113601701, 0.003241520800499371, 0.0, 0.0035350732528951446, 0.005, 0.003116561438501232, 0.0, 0.00102500961939199, 0.005, 0.002991602076503093, 0.0014850540141111643, 0.0, 0.0014341864163611876];[0.075, 0.07588163490354231, 0.07661738617238957, 0.05210329651595551, 0.021136153369060644, 0.0, 0.0960454462464034, 0.20078877784425503, 0.24419418900876233, 0.3, 0.20765706822887872, 0.17728629094242926, 0.059508325466519824, 0.0, 0.04463864027088641, 0.08864041729583909, 0.1311350001899917];2.889446161321187e-09;False
